0.05,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.9168,0.92,0.92,0.9136,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.9168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9168,0.92,0.92,0.9168,0.92,0.9168,0.9168,0.92,0.92,0.92,0.92,0.9168,0.92,0.9168,0.9168,0.9104,0.92,0.92,0.92,0.9168,1,1,1,1,1,1,1,1,1,1,0.9136,0.92,0.9168,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.9104,0.92,0.92,0.9168,0.9168,0.9168,0.92,0.9168,0.9136,0.92,1,1,1,1,1,1,1,1,1,1,0.9168,0.92,0.9168,0.92,0.9168,0.9168,0.92,0.92,0.92,0.92,0.9168,0.92,0.9168,0.9168,0.9168,0.92,0.9168,0.9168,0.9136,0.9168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1,1,1,1,1,1,1,1,1,1,0.92,0.92,0.9168,0.92,0.9136,0.9168,0.92,0.92,0.92,0.9168,0.92,0.92,0.92,0.9168,0.92,0.92,0.9168,0.9168,0.92,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,0.92,0.92,0.92,0.92,0.9168,0.9168,0.92,0.9168,0.9168
0.06999999999999999,1,1,1,1,1,1,0.9936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9168,0.9104,0.9072,0.92,0.9136,0.9104,0.9072,0.9104,0.904,0.9136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9104,0.9168,0.9104,0.9104,0.9136,0.9136,0.9136,0.9168,0.9168,0.9104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9104,0.9136,0.9136,0.9104,0.92,0.904,0.9072,0.9168,0.9136,0.9104,0.9136,0.9168,0.9104,0.9136,0.9168,0.9104,0.9168,0.9136,0.9136,0.9104,0.9104,0.9072,0.9072,0.9136,0.9168,0.9104,0.9104,0.9072,0.9136,0.9104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9168,0.9136,0.9072,0.9072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.09,1,1,1,1,0.9904,0.9936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9936,1,0.904,0.9072,0.9168,0.9072,0.8976,0.8976,0.904,0.8976,0.904,0.9104,1,1,0.9936,1,0.9936,0.9936,1,0.9936,1,1,1,1,1,1,1,0.9936,0.9936,1,1,1,1,0.9936,1,1,1,1,1,1,1,1,0.904,0.9104,0.9008,0.9072,0.904,0.9104,0.9072,0.9104,0.9008,0.9072,1,1,0.9936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9936,1,1,1,1,1,1,1,1,1,1,1,1,0.9936,1,1,0.9136,0.9008,0.9104,0.8976,0.9072,0.9008,0.8976,0.9072,0.8976,0.9776,0.9008,0.9072,0.904,0.904,0.9104,0.9072,0.9104,0.9008,0.9072,0.904,0.9104,0.904,0.904,0.8912,0.9072,0.9104,0.8976,0.9072,0.8976,0.9104,0.8976,0.904,0.9136,0.9072,0.9136,0.8976,0.904,0.904,0.9104,0.904,0.904,0.904,0.8976,0.9008,0.9072,0.9008,0.9072,0.904,0.8976,0.8976,1,1,1,1,1,1,1,1,1,1,0.9072,0.9072,0.8976,0.9104,0.9008,0.9104,0.904,0.904,0.9008,0.8976,0.9936,1,1,1,0.9936,1,0.9936,1,1,1,1,1,0.9936,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9936,1,1,1,1,1,1,0.9936,1,1,1,0.9936,1
0.11000000000000001,0.9936,1,1,1,0.9936,0.9936,1,0.9936,1,1,0.9936,1,1,1,1,1,0.9936,1,1,1,1,1,1,0.9936,1,1,0.9936,0.9872,1,1,1,0.9936,1,1,1,1,1,0.9936,0.9936,1,0.9936,1,1,1,1,0.9936,1,0.9936,0.9936,1,0.8848,0.8944,0.8976,0.8976,0.8976,0.8976,0.8944,0.8912,0.8848,0.9328,1,1,0.9936,0.9936,1,1,0.9936,0.9872,0.9936,1,1,1,1,1,1,0.9936,1,0.9936,1,1,0.9936,1,1,1,1,1,0.9936,1,1,1,1,0.9936,1,0.9936,0.9872,1,1,1,0.9936,1,0.8912,0.968,1,1,1,0.9936,0.9936,0.9936,1,0.9936,1,1,0.9936,0.9808,1,1,1,1,0.9872,0.9936,1,0.9936,1,1,0.9936,0.9936,1,0.9936,1,1,1,1,1,0.9936,1,0.9936,1,1,0.9936,1,0.9904,1,1,1,0.9936,1,1,1,1,1,0.8912,0.8976,0.9008,0.9008,0.8848,0.8816,0.8848,0.9008,0.888,0.8944,0.9808,0.9936,1,0.9808,0.9872,1,1,1,1,1,0.8976,0.9872,1,0.9936,1,0.9936,1,0.9936,1,1,1,1,0.9936,1,0.9936,1,0.9936,1,1,1,0.9872,1,0.9936,1,1,1,1,1,1,1,1,1,1,1,0.9936,1,1,1,0.9936,1,1,1,1,0.9936,1,1,0.9936,0.9904,0.9936,0.9936,0.8976,0.888,0.8976,0.8752,0.8976,0.9008,0.8944,0.888,0.8976,0.8848,0.888,0.8944,0.8816,0.8816,0.8976,0.8848,0.8944,0.8976,0.8944,0.8688,1,1,1,1,0.9776,0.9936,1,1,1,1
0.13,0.9936,0.9872,0.984,0.9872,1,0.9936,0.9936,0.9872,0.9936,0.9936,0.9008,0.872,0.8336,0.8592,0.8848,0.9648,0.9872,0.9936,0.9808,0.9872,0.8784,0.8912,0.8784,0.8848,0.8752,0.8848,0.872,0.872,0.8464,0.968,1,0.9872,0.9872,0.9936,0.9936,1,0.9936,0.984,0.9936,0.984,0.968,0.9936,0.9872,0.9936,0.9712,1,0.9936,0.9808,0.984,0.9936,1,1,0.9936,0.9936,0.9808,0.9872,0.9872,0.9808,1,0.9744,0.9936,0.9936,0.9936,1,0.9936,1,0.9936,0.9936,0.9936,1,0.9872,0.9776,0.9936,0.9712,0.984,1,0.9648,0.9936,0.9936,0.9936,0.9936,0.9936,1,0.9936,1,0.9872,0.9712,0.984,0.9872,0.9936,0.9936,0.9808,0.9936,0.9808,0.9936,0.9936,0.9936,0.9808,0.9808,0.9808,0.8848,0.8752,0.8656,0.8688,0.8784,0.872,0.84,0.8688,0.8752,0.872,0.8848,0.8848,0.8976,0.8784,0.8752,0.856,0.8848,0.8592,0.8688,0.8912,1,0.9936,1,0.9872,1,0.9808,0.9872,0.9936,0.9936,0.9936,0.9936,0.9936,0.9936,0.9872,1,1,1,0.9808,0.9936,0.9872,0.9776,0.9872,0.9936,0.968,0.9808,0.9872,0.9936,1,1,0.9872,0.9872,0.9744,0.9744,1,0.984,0.9744,0.9936,0.984,1,0.9744,0.888,0.8752,0.8624,0.8752,0.888,0.8592,0.872,0.8592,0.8752,0.84,1,0.9936,1,0.9936,0.9776,0.9744,0.984,0.9936,1,0.9872,1,0.9936,0.9936,0.9936,0.9936,0.9872,0.9936,0.9936,0.9936,0.9936,0.9904,0.9936,0.9808,0.9872,0.9936,1,0.9872,0.9872,0.9936,0.9936,0.9872,0.984,0.9872,0.9936,0.9936,1,1,1,0.9872,0.9872,0.9936,0.9936,1,0.9776,1,0.9936,0.9936,0.9936,0.9936,0.984,0.9936,0.9936,0.9936,1,0.9936,0.9936,0.9936,0.9808,0.9936,0.9936,0.9872,0.9936,0.984,0.9904,0.9808,0.9936,0.9936,1,0.9936,0.9872,0.9872,0.9872,0.9744,0.9936,0.9936,1,0.9936,0.984,1,1
0.15,0.9616,0.952,0.9808,0.9872,0.9808,0.952,0.9872,0.984,0.9584,0.9872,0.8816,0.8656,0.872,0.952,0.952,0.9744,0.9872,0.9616,0.9552,0.9808,0.9712,0.9712,0.9808,0.9872,0.968,0.968,0.9808,0.968,0.9808,0.9616,0.9808,0.9712,0.9712,0.9808,0.9808,0.952,1,0.9648,0.9872,0.9712,1,0.9936,0.9808,0.968,0.9936,0.9808,0.9712,0.9808,0.9744,0.9424,0.9808,0.968,0.9616,0.9456,0.9808,1,0.9744,0.9936,0.9872,0.9808,0.9872,0.9872,0.9872,0.9584,0.9808,0.9936,0.9744,0.9776,0.9872,0.9552,0.984,0.984,0.984,0.9744,0.9744,0.9936,0.9616,0.9488,0.9744,0.9648,0.9808,0.9808,0.9616,0.9488,0.9872,0.968,0.9744,0.9936,0.968,0.9872,0.9808,1,0.9808,0.9936,0.9744,0.9616,0.9744,0.9808,0.9616,0.9488,0.9872,0.9744,1,0.9936,0.9584,0.9872,0.9712,0.9936,0.9744,0.9872,0.9808,0.9712,1,0.9744,0.968,0.9584,0.968,0.984,0.9744,1,0.9552,0.9712,0.9936,0.9712,0.9744,0.968,0.9872,0.9872,0.9872,0.9808,0.9136,0.9584,0.9552,0.9776,0.9936,0.9648,0.9488,0.9616,0.9744,0.9744,0.9776,0.9712,0.9712,0.9936,0.9648,0.9808,0.9648,0.9744,0.9808,0.9712,0.856,0.8624,0.8528,0.9456,0.984,0.9808,0.9584,0.9744,0.9936,1,0.9712,0.968,0.9936,0.9616,0.9648,0.9904,0.9712,0.9808,0.9936,0.9936,0.8496,0.8688,0.8752,0.8592,0.872,0.8304,0.9104,0.9872,0.9744,0.9808,0.9808,0.984,0.9936,0.9872,0.984,0.9808,0.9808,0.9552,0.952,0.968,0.9712,0.9744,0.968,0.984,0.9712,0.9648,0.9744,0.9424,0.9936,0.9712,0.9712,0.9936,0.9808,0.9808,0.9616,0.984,0.9648,0.984,0.9808,0.9584,0.9872,0.9872,0.9712,0.9744,0.984,0.9872,0.9808,0.968,0.9616,0.9712,0.9552,0.952,0.9744,0.9712,0.9808,1,0.9744,0.9584,0.9744,0.9904,0.8144,0.8624,0.8336,0.84,0.8656,0.8272,0.8656,0.856,0.824,0.8816,0.9936,0.9648,0.9616,0.9744,0.9808,0.9744,0.9936,0.9552,0.9808,0.9872
0.16999999999999998,0.9328,0.9808,0.9552,0.9776,0.9424,0.9328,0.9872,0.9712,0.9424,0.904,0.92,0.9648,0.9136,0.9264,0.936,0.9488,0.9552,0.9552,0.9424,0.9488,0.9392,0.9456,0.9616,0.9456,0.9552,0.9712,0.9296,0.968,0.9424,0.9808,0.9872,0.9616,0.9808,0.9648,0.9552,0.9456,0.952,0.9776,0.9424,0.9584,0.9776,0.9456,0.9776,0.952,0.9584,0.9328,0.9616,0.9744,0.9552,0.9488,0.84,0.8496,0.8688,0.9296,0.92,0.9424,0.9552,0.9456,0.9456,0.968,0.9552,0.9552,0.9488,0.9392,0.9136,0.9744,0.9616,0.952,0.9488,0.9456,0.9488,0.9264,0.952,0.9488,0.9552,0.9424,0.9872,0.9392,0.9296,0.9712,0.9168,0.9552,0.9264,0.952,0.9616,0.9392,0.9456,0.9584,0.9168,0.9584,0.9872,0.9808,0.952,0.9392,0.9616,0.9296,0.9552,0.9232,0.9712,0.952,0.9392,0.9744,0.968,0.9872,0.9072,0.9296,0.9328,0.9392,0.9104,0.9552,0.9296,0.9648,0.9616,0.92,0.9744,0.9296,0.9552,0.9584,0.9296,0.9424,0.9264,0.9296,0.9744,0.968,0.936,0.9584,0.9552,0.9424,0.9488,0.92,0.9616,0.9392,0.9648,0.9744,0.9104,0.9552,0.9392,0.9744,0.9552,0.952,0.92,0.92,0.9648,0.936,0.9488,0.9744,0.9456,0.9456,0.9744,0.952,0.9328,0.9904,0.9328,0.9808,0.952,0.9584,0.936,0.9776,0.968,0.9584,0.9072,0.968,0.936,0.9744,0.9392,0.9936,0.9072,0.9424,0.9296,0.9264,0.9328,0.9744,0.9168,0.9616,0.9264,0.936,0.9616,0.9264,0.936,0.9584,0.9744,0.9328,0.9328,0.9616,0.9872,0.9616,0.9552,0.9424,0.9328,0.9584,0.9424,0.9616,0.936,0.9488,0.9488,0.9552,0.9584,0.936,0.9584,0.9392,0.9488,0.9552,0.968,0.9616,0.9264,0.9744,0.9712,0.9936,0.9712,0.9264,0.9584,0.9616,0.9616,0.9616,0.904,0.9616,0.9488,0.9744,0.936,0.9584,0.9168,0.9328,0.9648,0.968,0.9456,0.968,0.9808,0.968,0.952,0.9488,0.9456,0.936,0.9552,0.9488,0.9712,0.9456,0.968,0.9584,0.9264,0.9488,0.8048,0.8016,0.808,0.8048,0.824,0.8656,0.952,0.9616,0.9584,0.952
0.19,0.936,0.9168,0.8912,0.8976,0.8944,0.888,0.8176,0.9488,0.9136,0.9072,0.9136,0.9104,0.9168,0.8752,0.9168,0.9072,0.9328,0.9136,0.9136,0.8784,0.9744,0.84,0.888,0.8848,0.9232,0.9264,0.8784,0.8816,0.9072,0.9328,0.9104,0.9104,0.8912,0.888,0.9072,0.8944,0.92,0.9392,0.904,0.8944,0.904,0.8848,0.8944,0.8816,0.92,0.9008,0.8688,0.9328,0.9136,0.936,0.9232,0.9264,0.8496,0.8816,0.9072,0.9392,0.9296,0.904,0.936,0.9168,0.952,0.8688,0.8624,0.872,0.8944,0.8944,0.9232,0.92,0.9488,0.904,0.9168,0.8432,0.9328,0.9392,0.9008,0.8848,0.8528,0.9424,0.9168,0.8912,0.952,0.8848,0.8528,0.9072,0.9008,0.9648,0.8912,0.888,0.9104,0.8752,0.9584,0.8624,0.9328,0.9168,0.904,0.8912,0.92,0.8496,0.8976,0.9104,0.9456,0.9456,0.9168,0.888,0.9456,0.9328,0.8976,0.9168,0.8752,0.8752,0.9232,0.9104,0.872,0.9168,0.9168,0.9008,0.9168,0.9296,0.8784,0.9136,0.92,0.92,0.9328,0.8976,0.9136,0.8528,0.9296,0.904,0.8816,0.9008,0.9104,0.8432,0.9328,0.9008,0.8976,0.9264,0.9296,0.8944,0.8976,0.872,0.8976,0.968,0.904,0.9232,0.9072,0.8912,0.936,0.872,0.8656,0.92,0.9488,0.8816,0.952,0.9264,0.9136,0.9008,0.9296,0.84,0.8816,0.9488,0.9104,0.952,0.8528,0.9392,0.9072,0.9008,0.92,0.904,0.936,0.904,0.9232,0.9008,0.904,0.8944,0.9104,0.8112,0.9232,0.936,0.92,0.888,0.8944,0.888,0.9264,0.888,0.872,0.9104,0.936,0.92,0.8784,0.9488,0.9456,0.8816,0.9488,0.9232,0.9136,0.9104,0.9168,0.936,0.8464,0.9104,0.9104,0.8528,0.8784,0.9232,0.872,0.92,0.9296,0.9296,0.8848,0.8816,0.8816,0.9584,0.92,0.9456,0.8976,0.8816,0.9552,0.8624,0.9136,0.8848,0.9328,0.9392,0.936,0.9072,0.9232,0.8816,0.856,0.9104,0.888,0.8848,0.9168,0.9136,0.8912,0.904,0.936,0.8752,0.9136,0.968,0.936,0.9456,0.904,0.904,0.9104,0.9392,0.872,0.9328,0.8816,0.8112,0.9072,0.8432
0.21000000000000002,0.8368,0.9104,0.8304,0.7792,0.8528,0.8336,0.8208,0.8528,0.8016,0.84,0.7888,0.8528,0.8496,0.9072,0.8848,0.872,0.8272,0.8208,0.8528,0.7696,0.9136,0.776,0.7728,0.8368,0.8752,0.7632,0.8464,0.7504,0.8592,0.9104,0.8432,0.7536,0.8016,0.8176,0.808,0.76,0.7824,0.8016,0.7984,0.872,0.776,0.8368,0.824,0.776,0.8432,0.8176,0.8432,0.8016,0.8656,0.808,0.904,0.8592,0.7984,0.888,0.8336,0.7856,0.7536,0.7664,0.8336,0.8432,0.8272,0.84,0.7984,0.7888,0.9392,0.7888,0.8112,0.856,0.7888,0.8016,0.8656,0.7088,0.8592,0.8912,0.7504,0.7568,0.7952,0.8816,0.8432,0.8912,0.8688,0.8528,0.888,0.8016,0.9296,0.8464,0.7568,0.7664,0.808,0.8592,0.792,0.7696,0.8208,0.8528,0.8208,0.8304,0.8624,0.7312,0.8304,0.824,0.8496,0.8848,0.8848,0.7824,0.8688,0.8912,0.7248,0.8496,0.8112,0.8112,0.8432,0.7984,0.7984,0.8432,0.8112,0.8528,0.8464,0.7984,0.792,0.8112,0.76,0.856,0.856,0.7888,0.9328,0.8176,0.7888,0.9104,0.8368,0.8688,0.7952,0.7568,0.8144,0.8848,0.8496,0.8016,0.7792,0.7664,0.7952,0.8048,0.8112,0.8048,0.8272,0.8176,0.84,0.8784,0.7824,0.8464,0.8368,0.84,0.8496,0.8496,0.824,0.8176,0.8464,0.8528,0.8464,0.8784,0.7856,0.8656,0.7952,0.8464,0.8912,0.84,0.824,0.8432,0.8432,0.8752,0.84,0.8976,0.888,0.8304,0.8368,0.8496,0.872,0.8976,0.8656,0.7408,0.8432,0.8208,0.8016,0.776,0.8848,0.8336,0.808,0.7664,0.8368,0.792,0.84,0.7952,0.808,0.8528,0.8624,0.7984,0.872,0.8496,0.7632,0.8944,0.7536,0.8304,0.8496,0.808,0.8624,0.7824,0.824,0.8144,0.856,0.8176,0.7952,0.8592,0.8816,0.824,0.7792,0.8432,0.8496,0.7536,0.808,0.872,0.824,0.7888,0.904,0.7888,0.8336,0.8336,0.8464,0.9296,0.888,0.8368,0.8208,0.9296,0.8208,0.84,0.8784,0.808,0.8112,0.8112,0.8048,0.8528,0.92,0.872,0.7856,0.84,0.8368,0.8368,0.9136,0.856,0.8432,0.8048,0.792,0.8752
0.22999999999999998,0.6768,0.808,0.6128,0.6032,0.712,0.7984,0.8176,0.7696,0.7184,0.696,0.6992,0.6768,0.6864,0.712,0.7376,0.6512,0.7504,0.7664,0.7696,0.6064,0.6032,0.7568,0.7088,0.68,0.5776,0.6512,0.6288,0.664,0.6672,0.6384,0.6544,0.5648,0.6,0.6256,0.6416,0.648,0.68,0.696,0.6768,0.728,0.6,0.6096,0.632,0.6096,0.6448,0.6224,0.5648,0.584,0.5808,0.5936,0.6128,0.6384,0.6512,0.6256,0.6864,0.744,0.648,0.776,0.7504,0.7792,0.5072,0.6544,0.664,0.6672,0.6064,0.6288,0.6832,0.6096,0.6896,0.7824,0.6256,0.5744,0.712,0.7056,0.8464,0.7056,0.6512,0.5744,0.5776,0.6064,0.6064,0.6864,0.6928,0.6768,0.744,0.7248,0.8112,0.6544,0.7184,0.6384,0.6704,0.552,0.6,0.584,0.6416,0.6512,0.6736,0.7696,0.7696,0.7216,0.6256,0.7184,0.7216,0.6896,0.6928,0.7472,0.6416,0.7504,0.6544,0.7088,0.7184,0.584,0.696,0.6416,0.6096,0.632,0.7152,0.6832,0.7056,0.6736,0.7248,0.68,0.5872,0.5776,0.7088,0.5744,0.7696,0.6864,0.6544,0.6928,0.6512,0.6224,0.6384,0.7632,0.7216,0.728,0.7376,0.6832,0.7728,0.7376,0.8048,0.6864,0.7408,0.68,0.712,0.744,0.6768,0.7632,0.7664,0.6992,0.5744,0.6672,0.664,0.6128,0.7184,0.5584,0.7472,0.7792,0.776,0.7792,0.7184,0.6672,0.7376,0.5456,0.648,0.7216,0.6928,0.648,0.6736,0.7824,0.6672,0.6448,0.728,0.6608,0.5904,0.6224,0.728,0.6608,0.7632,0.7856,0.6352,0.6864,0.7216,0.6768,0.6672,0.712,0.6896,0.7536,0.7344,0.7376,0.6224,0.7088,0.7056,0.648,0.6544,0.568,0.776,0.7504,0.584,0.6192,0.7088,0.7056,0.7376,0.6992,0.728,0.7888,0.6512,0.7824,0.696,0.7248,0.5904,0.6128,0.7344,0.6928,0.792,0.6416,0.5776,0.776,0.6928,0.7024,0.5936,0.7408,0.6992,0.6672,0.6768,0.7568,0.6768,0.632,0.7024,0.68,0.6864,0.7344,0.6672,0.6512,0.6544,0.7248,0.7152,0.7824,0.6992,0.7792,0.744,0.728,0.6576,0.7344,0.7824,0.7056,0.6896,0.7536,0.712,0.632
