2.5,0.52,0.6192,0.5776,0.5264,0.5552,0.5584,0.5936,0.568,0.5648,0.5808,0.5808,0.5584,0.5552,0.5552,0.568,0.6224,0.5904,0.52,0.536,0.552,0.5904,0.5264,0.584,0.504,0.5648,0.5424,0.5936,0.5904,0.4912,0.5552,0.536,0.488,0.5552,0.5552,0.5488
2.6,0.5264,0.5104,0.5584,0.5552,0.5808,0.472,0.5744,0.568,0.456,0.5584,0.6128,0.4752,0.5168,0.52,0.4976,0.5456,0.4528,0.4912,0.4496,0.536,0.5328,0.4368,0.4144,0.4624,0.5424,0.4816,0.5104,0.4912,0.5584,0.5872,0.5104,0.504,0.4528,0.4912,0.4688
2.7,0.4976,0.4432,0.4752,0.4912,0.568,0.5328,0.5008,0.5008,0.488,0.4752,0.4912,0.4944,0.5456,0.4528,0.472,0.5104,0.5264,0.5232,0.4592,0.4656,0.5136,0.504,0.5072,0.5104,0.4656,0.552,0.4208,0.5616,0.5168,0.4304,0.4112,0.4752,0.52,0.4464,0.4432
2.8,0.4432,0.4784,0.4912,0.4528,0.4816,0.44,0.4432,0.504,0.4784,0.4336,0.4368,0.4464,0.4464,0.472,0.4656,0.4848,0.4112,0.4528,0.4432,0.4496,0.4688,0.4528,0.504,0.4816,0.4528,0.488,0.424,0.5648,0.3952,0.4976,0.4048,0.5072,0.4144,0.4624,0.4464
2.9,0.4016,0.3792,0.4976,0.4208,0.4336,0.4208,0.3568,0.3696,0.4336,0.4528,0.3472,0.44,0.4336,0.4112,0.4784,0.3664,0.4048,0.4336,0.4016,0.424,0.3792,0.424,0.44,0.4464,0.4656,0.3888,0.4048,0.5008,0.44,0.4464,0.4272,0.4976,0.4624,0.4368,0.4464
3,0.376,0.3312,0.4528,0.4208,0.4528,0.344,0.4112,0.3952,0.4528,0.3696,0.3568,0.4048,0.4496,0.3568,0.3536,0.3728,0.3664,0.4272,0.4944,0.4272,0.44,0.424,0.4048,0.4976,0.4464,0.4656,0.4496,0.4368,0.4048,0.3952,0.3408,0.376,0.4528,0.3536,0.3408
3.1,0.4176,0.4272,0.4528,0.4592,0.3888,0.3984,0.4464,0.4272,0.44,0.376,0.4464,0.3792,0.344,0.3888,0.3792,0.4336,0.4272,0.392,0.3824,0.4368,0.3472,0.4112,0.424,0.4112,0.3952,0.4112,0.3632,0.3248,0.4144,0.36,0.3888,0.4016,0.456,0.4528,0.3248
3.2,0.3504,0.3696,0.3536,0.3568,0.392,0.4016,0.4144,0.3728,0.4464,0.3888,0.3376,0.3984,0.3312,0.3568,0.456,0.392,0.3856,0.4208,0.344,0.3088,0.344,0.3312,0.3952,0.3824,0.3856,0.392,0.3696,0.4016,0.3984,0.376,0.392,0.3952,0.3856,0.3664,0.3472
3.3,0.3408,0.3728,0.3632,0.4112,0.4624,0.3664,0.3696,0.2992,0.3472,0.3408,0.3728,0.3952,0.3504,0.3216,0.2928,0.3632,0.3568,0.3472,0.392,0.3536,0.3472,0.3568,0.4336,0.3376,0.3568,0.312,0.3696,0.4208,0.248,0.3728,0.3856,0.3984,0.3216,0.4048,0.3536
3.4,0.3888,0.344,0.3216,0.3344,0.312,0.4016,0.3568,0.424,0.3984,0.3088,0.3312,0.3888,0.3312,0.3024,0.3344,0.3632,0.3376,0.3792,0.3728,0.2864,0.3088,0.3856,0.3184,0.3472,0.3504,0.3152,0.344,0.3088,0.312,0.3088,0.3792,0.3472,0.3472,0.3216,0.328
3.5,0.344,0.328,0.28,0.3696,0.3216,0.3088,0.3376,0.3056,0.2736,0.3664,0.3664,0.344,0.3472,0.3728,0.3792,0.3248,0.3664,0.3504,0.3056,0.3472,0.344,0.3408,0.328,0.3792,0.3696,0.3888,0.344,0.3408,0.2928,0.3408,0.3824,0.3216,0.3344,0.3376,0.2832
3.6,0.3536,0.2736,0.3472,0.3888,0.36,0.344,0.4304,0.2896,0.2704,0.3152,0.3344,0.2704,0.3536,0.3024,0.3696,0.3344,0.36,0.3056,0.3248,0.3024,0.3152,0.3184,0.3536,0.3952,0.3344,0.3504,0.36,0.2736,0.3248,0.3632,0.2864,0.2864,0.3536,0.2672,0.3216
3.7,0.4048,0.3408,0.2736,0.3056,0.3152,0.3024,0.2576,0.2768,0.3024,0.312,0.3568,0.3536,0.2992,0.2576,0.2896,0.3216,0.2384,0.344,0.3408,0.3344,0.296,0.312,0.3376,0.312,0.328,0.3344,0.3856,0.312,0.3312,0.2864,0.3536,0.2736,0.3184,0.3248,0.3664
3.8,0.2928,0.296,0.2864,0.3312,0.3152,0.328,0.2576,0.2736,0.3216,0.2992,0.2864,0.28,0.2864,0.2768,0.3056,0.248,0.36,0.3344,0.2512,0.2512,0.36,0.2768,0.3248,0.3184,0.2256,0.3152,0.3376,0.3056,0.3056,0.2928,0.264,0.3152,0.3984,0.3088,0.2768
3.9,0.2544,0.3376,0.3472,0.2544,0.312,0.3056,0.296,0.344,0.2704,0.2864,0.3152,0.2704,0.3056,0.264,0.28,0.2736,0.2544,0.2928,0.2224,0.3056,0.2768,0.3344,0.2704,0.2128,0.296,0.2384,0.2896,0.2928,0.2512,0.2832,0.3184,0.2864,0.312,0.296,0.2896
4,0.2448,0.3024,0.2896,0.264,0.2448,0.3344,0.28,0.2064,0.2992,0.2768,0.2992,0.2512,0.2736,0.2416,0.3024,0.248,0.2512,0.2896,0.344,0.3056,0.248,0.312,0.2864,0.296,0.296,0.2832,0.2704,0.28,0.3152,0.3056,0.2256,0.3152,0.2288,0.2672,0.3184
4.1,0.2768,0.3088,0.3024,0.2384,0.2384,0.264,0.3024,0.2672,0.344,0.3024,0.296,0.168,0.2032,0.2832,0.312,0.2512,0.3024,0.2768,0.2416,0.2832,0.264,0.2576,0.2608,0.2512,0.2448,0.2576,0.3024,0.2896,0.2608,0.2512,0.3216,0.28,0.2672,0.2224,0.2416
4.2,0.2576,0.2384,0.2192,0.2224,0.2768,0.2704,0.3152,0.2192,0.2448,0.2608,0.2512,0.2768,0.216,0.3696,0.2768,0.2512,0.3216,0.2768,0.3344,0.2384,0.2576,0.296,0.2512,0.28,0.2032,0.248,0.2544,0.2576,0.2672,0.2416,0.3312,0.3088,0.216,0.232,0.28
4.3,0.2384,0.2416,0.2384,0.28,0.3088,0.232,0.2384,0.2608,0.2288,0.2096,0.216,0.2896,0.1936,0.2704,0.2512,0.2512,0.2992,0.1904,0.2032,0.2896,0.2512,0.2,0.3056,0.2128,0.2288,0.232,0.296,0.2576,0.2064,0.2576,0.2544,0.2544,0.296,0.232,0.1936
4.4,0.2384,0.232,0.2064,0.2544,0.264,0.2256,0.2928,0.2704,0.2864,0.28,0.2384,0.1872,0.2832,0.2768,0.2288,0.2928,0.2288,0.2576,0.2224,0.2288,0.2384,0.264,0.216,0.2288,0.248,0.2256,0.2064,0.2992,0.216,0.2704,0.2544,0.2608,0.232,0.248,0.2576
4.5,0.2288,0.2032,0.2384,0.2416,0.216,0.2128,0.232,0.2768,0.2352,0.2576,0.2384,0.232,0.2256,0.2768,0.2768,0.2192,0.28,0.2352,0.28,0.216,0.2832,0.2768,0.264,0.2576,0.2448,0.3152,0.2128,0.2768,0.2256,0.2832,0.184,0.2512,0.1808,0.2288,0.2448
4.6,0.2192,0.184,0.2512,0.2768,0.2544,0.2224,0.2064,0.2352,0.1488,0.2576,0.2512,0.2448,0.1808,0.2576,0.2224,0.232,0.168,0.1904,0.1936,0.2704,0.2128,0.2704,0.1584,0.296,0.216,0.2352,0.312,0.2192,0.2288,0.2352,0.2416,0.2768,0.2512,0.2032,0.2224
4.7,0.2512,0.2672,0.1904,0.2608,0.28,0.2672,0.2832,0.2544,0.2576,0.2608,0.2288,0.2064,0.1904,0.2448,0.2352,0.2544,0.1648,0.216,0.2064,0.28,0.2256,0.1904,0.2544,0.2608,0.2448,0.2224,0.1552,0.232,0.1872,0.136,0.1808,0.2256,0.248,0.2288,0.2064
4.8,0.1904,0.1808,0.184,0.1808,0.2608,0.2608,0.2608,0.2544,0.168,0.2096,0.2224,0.2192,0.2192,0.2448,0.2384,0.216,0.2224,0.1808,0.248,0.2448,0.2928,0.1616,0.2352,0.2768,0.2736,0.2768,0.2416,0.2384,0.1968,0.1808,0.2288,0.1616,0.2224,0.168,0.2288
4.9,0.2224,0.1936,0.2192,0.232,0.232,0.2416,0.2448,0.248,0.2352,0.2128,0.2704,0.2288,0.2576,0.1712,0.2256,0.2544,0.2448,0.28,0.2288,0.1968,0.1456,0.2032,0.296,0.2224,0.1936,0.2384,0.2032,0.2096,0.2192,0.2288,0.2544,0.2256,0.184,0.2224,0.2288
5,0.1808,0.2736,0.2768,0.2224,0.1776,0.1424,0.1968,0.2288,0.2224,0.2384,0.232,0.2256,0.248,0.2192,0.232,0.1968,0.2128,0.1872,0.2096,0.2544,0.2448,0.2,0.2192,0.2576,0.2672,0.1776,0.2352,0.2032,0.2128,0.1808,0.1904,0.2096,0.168,0.2032,0.1712
5.1,0.2064,0.2064,0.2032,0.1904,0.2512,0.1968,0.1744,0.2384,0.216,0.2128,0.2128,0.184,0.2064,0.2224,0.1904,0.1648,0.1968,0.184,0.2288,0.2096,0.1392,0.2416,0.232,0.2448,0.2032,0.1616,0.216,0.1872,0.2352,0.2288,0.2704,0.152,0.12,0.2,0.2736
5.2,0.2384,0.2096,0.1648,0.248,0.1904,0.2864,0.2512,0.216,0.1872,0.2128,0.1584,0.152,0.2288,0.2448,0.1712,0.232,0.1648,0.2128,0.2576,0.216,0.2224,0.2416,0.2256,0.1968,0.2128,0.312,0.2224,0.2288,0.1712,0.184,0.216,0.2064,0.1936,0.2256,0.168
5.3,0.168,0.2608,0.1936,0.2448,0.2,0.184,0.2576,0.2416,0.2064,0.1872,0.2384,0.2192,0.184,0.2416,0.2192,0.2064,0.2544,0.2448,0.2096,0.136,0.2096,0.2128,0.1648,0.2096,0.1904,0.2256,0.2384,0.1744,0.1584,0.168,0.1808,0.1168,0.216,0.1872,0.2064
5.4,0.2192,0.2,0.1936,0.1616,0.2224,0.1616,0.1936,0.2256,0.1456,0.1904,0.2128,0.1584,0.2512,0.248,0.1936,0.1584,0.2064,0.2,0.2416,0.1744,0.184,0.2064,0.2032,0.1936,0.1712,0.2224,0.1808,0.1936,0.1744,0.1616,0.1648,0.1648,0.2032,0.2352,0.1968
5.5,0.2032,0.1904,0.2352,0.2224,0.2128,0.2352,0.2032,0.1968,0.2064,0.1648,0.2288,0.2128,0.2064,0.1424,0.2064,0.1584,0.1936,0.1904,0.2416,0.1904,0.1616,0.1616,0.184,0.1936,0.2352,0.2064,0.2064,0.216,0.1936,0.216,0.2064,0.1904,0.2096,0.2192,0.1616
5.6,0.2384,0.1808,0.2032,0.184,0.1232,0.2096,0.2064,0.2256,0.1328,0.168,0.1744,0.1904,0.1424,0.2512,0.1936,0.2128,0.2192,0.216,0.1936,0.1904,0.1456,0.1392,0.2288,0.184,0.1584,0.2032,0.1808,0.2544,0.184,0.2,0.1776,0.2256,0.216,0.2096,0.1648
5.7,0.1712,0.1712,0.1552,0.1968,0.216,0.1712,0.1392,0.1904,0.2064,0.1904,0.1744,0.1776,0.1392,0.1712,0.168,0.2032,0.1232,0.1968,0.1648,0.1808,0.2128,0.2128,0.1808,0.1488,0.136,0.2128,0.1776,0.168,0.1616,0.1488,0.1808,0.1552,0.1936,0.1488,0.1936
5.8,0.1456,0.1712,0.1072,0.136,0.1872,0.2,0.136,0.184,0.1904,0.1872,0.2192,0.1904,0.1904,0.1936,0.2,0.1584,0.1872,0.1872,0.1552,0.1584,0.1392,0.1872,0.2416,0.1808,0.248,0.1872,0.1488,0.1744,0.1712,0.1936,0.1584,0.2128,0.1328,0.2096,0.1872
5.9,0.2,0.1648,0.2224,0.2096,0.1968,0.1584,0.1456,0.1552,0.1648,0.1584,0.1776,0.1328,0.1904,0.1904,0.1712,0.1744,0.1776,0.1904,0.1552,0.1968,0.2224,0.1456,0.1776,0.2224,0.2288,0.184,0.1872,0.152,0.1456,0.1872,0.1968,0.1936,0.152,0.1904,0.0944
6,0.1616,0.1776,0.1648,0.1584,0.2384,0.1488,0.1776,0.1936,0.1904,0.2096,0.168,0.1328,0.1488,0.216,0.2224,0.2064,0.1392,0.2192,0.1328,0.1648,0.1296,0.1328,0.1808,0.1456,0.1968,0.248,0.1712,0.2544,0.2096,0.1584,0.2064,0.2128,0.1616,0.1936,0.1936
6.1,0.1392,0.1488,0.1776,0.168,0.1616,0.2,0.1264,0.1296,0.1904,0.184,0.2,0.1648,0.1648,0.1712,0.1648,0.1648,0.1296,0.152,0.2064,0.1264,0.1648,0.1968,0.2352,0.0912,0.1936,0.1776,0.1968,0.1808,0.1904,0.1968,0.1264,0.1488,0.2,0.2096,0.1776
6.2,0.1808,0.1424,0.1168,0.168,0.1552,0.1776,0.1936,0.2224,0.2,0.2256,0.1808,0.1456,0.2096,0.1712,0.1744,0.1264,0.1456,0.1552,0.2192,0.1616,0.1264,0.136,0.1776,0.1584,0.2032,0.12,0.1808,0.1616,0.2,0.1808,0.168,0.1616,0.1584,0.168,0.184
6.3,0.1456,0.1744,0.1776,0.1776,0.152,0.1328,0.2256,0.1712,0.1744,0.216,0.1776,0.2032,0.1008,0.1584,0.168,0.184,0.1808,0.1648,0.1424,0.2032,0.2,0.1552,0.1712,0.1584,0.1616,0.152,0.1552,0.2032,0.152,0.1744,0.1552,0.1456,0.1904,0.152,0.168
6.4,0.1584,0.1296,0.168,0.1488,0.1744,0.1616,0.1616,0.1552,0.1584,0.1552,0.1392,0.1712,0.1392,0.216,0.12,0.2096,0.1584,0.2,0.2384,0.1232,0.1456,0.152,0.1424,0.1456,0.1776,0.1936,0.2,0.1904,0.1744,0.1776,0.0912,0.1648,0.2096,0.1328,0.1904
6.5,0.1904,0.1776,0.1616,0.1776,0.1552,0.152,0.1424,0.1488,0.1584,0.1328,0.1264,0.12,0.2,0.1744,0.152,0.1904,0.1552,0.1808,0.1168,0.1264,0.1488,0.2032,0.1488,0.2192,0.1392,0.1392,0.1744,0.088,0.1584,0.1296,0.1232,0.1584,0.1872,0.2032,0.168
6.6,0.1456,0.136,0.0656,0.1808,0.1648,0.1936,0.1712,0.1808,0.152,0.1648,0.168,0.1008,0.12,0.1552,0.12,0.0944,0.2416,0.104,0.1264,0.12,0.1488,0.1712,0.1616,0.1328,0.1424,0.1488,0.1008,0.0976,0.1616,0.1776,0.1584,0.1424,0.216,0.184,0.184
6.7,0.1392,0.2352,0.1808,0.152,0.1616,0.1328,0.1712,0.1584,0.1456,0.1328,0.1136,0.1264,0.1968,0.1904,0.1968,0.1968,0.1104,0.1744,0.1936,0.1072,0.1488,0.1648,0.1584,0.1648,0.1552,0.1456,0.1744,0.136,0.1552,0.1168,0.1488,0.2032,0.1712,0.1392,0.1744
6.8,0.1296,0.1392,0.104,0.1552,0.072,0.1648,0.136,0.1776,0.2288,0.1296,0.1648,0.1104,0.1616,0.1872,0.152,0.1392,0.1584,0.1456,0.1936,0.1552,0.1456,0.1424,0.1232,0.2128,0.1136,0.1968,0.1584,0.1456,0.1456,0.1328,0.1616,0.1488,0.1712,0.168,0.1296
6.9,0.1712,0.1552,0.168,0.1296,0.1808,0.1712,0.136,0.1008,0.1616,0.1392,0.1744,0.1392,0.1328,0.1424,0.184,0.152,0.1488,0.2192,0.2064,0.0816,0.1584,0.1328,0.12,0.1488,0.1584,0.1264,0.1424,0.1584,0.1296,0.1296,0.1648,0.1808,0.1584,0.1552,0.1456
7,0.136,0.1552,0.184,0.12,0.1424,0.1328,0.1584,0.1584,0.1456,0.1168,0.1776,0.104,0.168,0.1232,0.1232,0.12,0.1232,0.1232,0.1424,0.1296,0.104,0.1808,0.152,0.1456,0.1072,0.2,0.1264,0.136,0.1552,0.152,0.1552,0.1328,0.1808,0.1072,0.1168
7.1,0.152,0.0944,0.1552,0.1776,0.168,0.2,0.1552,0.1488,0.1488,0.104,0.0944,0.136,0.2128,0.1296,0.1744,0.136,0.1136,0.184,0.1584,0.1392,0.1392,0.1392,0.1552,0.0688,0.1264,0.1488,0.1392,0.1744,0.1712,0.1296,0.1456,0.1424,0.1328,0.1136,0.1392
7.2,0.1488,0.1136,0.1424,0.1008,0.1168,0.1488,0.2032,0.1776,0.1168,0.0944,0.1488,0.1776,0.1808,0.1264,0.2,0.1104,0.1776,0.1872,0.1936,0.1648,0.1744,0.1232,0.0784,0.2064,0.1264,0.0752,0.1456,0.1424,0.1264,0.1072,0.1296,0.1328,0.1264,0.136,0.1008
7.3,0.1648,0.0912,0.1712,0.136,0.136,0.1168,0.1264,0.1616,0.1968,0.1232,0.1392,0.1392,0.12,0.136,0.1648,0.1392,0.1744,0.1584,0.1328,0.1488,0.1616,0.1488,0.1296,0.0976,0.1872,0.1776,0.1552,0.1712,0.1392,0.1296,0.1456,0.1392,0.1584,0.1328,0.1552
7.4,0.136,0.1488,0.152,0.1584,0.1552,0.152,0.088,0.1424,0.104,0.1104,0.1776,0.1744,0.1392,0.0912,0.1616,0.1392,0.0976,0.152,0.1296,0.1008,0.168,0.1008,0.12,0.1488,0.1744,0.1584,0.1296,0.1456,0.1872,0.0976,0.152,0.1744,0.1392,0.1456,0.1456
7.5,0.1072,0.1296,0.1584,0.1584,0.1552,0.1328,0.1744,0.1392,0.1232,0.152,0.0944,0.1328,0.0848,0.1392,0.1712,0.104,0.1168,0.104,0.1232,0.1488,0.0912,0.1616,0.1072,0.1392,0.12,0.1424,0.136,0.1712,0.0976,0.1136,0.2224,0.1648,0.1552,0.1648,0.1328
7.6,0.0656,0.1296,0.1168,0.1424,0.104,0.104,0.1552,0.1776,0.088,0.1712,0.1488,0.104,0.1392,0.1616,0.1104,0.12,0.136,0.1168,0.1968,0.1136,0.1424,0.1616,0.1904,0.1776,0.1264,0.1904,0.136,0.152,0.1232,0.1392,0.1424,0.152,0.1232,0.152,0.0848
7.7,0.1296,0.1104,0.1296,0.152,0.0912,0.056,0.1168,0.2064,0.1552,0.1072,0.0944,0.1936,0.1136,0.1232,0.1776,0.0752,0.12,0.1072,0.1744,0.1264,0.12,0.1648,0.1264,0.1168,0.0816,0.1264,0.1648,0.104,0.1648,0.152,0.0912,0.1616,0.12,0.1104,0.1424
7.8,0.1328,0.1232,0.184,0.1328,0.152,0.1424,0.0944,0.1392,0.104,0.1072,0.0912,0.1392,0.1264,0.0784,0.1296,0.1136,0.1008,0.1296,0.072,0.1232,0.104,0.1008,0.0976,0.1424,0.1008,0.1264,0.1392,0.1424,0.0688,0.1168,0.1392,0.0848,0.1392,0.072,0.104
7.9,0.1264,0.1104,0.1456,0.1616,0.1296,0.1008,0.152,0.1072,0.1552,0.1552,0.104,0.1456,0.1488,0.1552,0.136,0.0944,0.168,0.1424,0.1168,0.1264,0.1424,0.1264,0.1808,0.0848,0.1072,0.1008,0.1328,0.1424,0.0912,0.12,0.1104,0.1296,0.1584,0.1424,0.0912
8,0.1488,0.1488,0.0912,0.1264,0.2032,0.1744,0.0912,0.1712,0.1232,0.1648,0.1328,0.1264,0.168,0.1072,0.1328,0.1104,0.104,0.0784,0.1424,0.104,0.1648,0.136,0.1744,0.1616,0.1264,0.136,0.1744,0.1296,0.1712,0.1392,0.1072,0.1136,0.1456,0.1328,0.152
